image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1022.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,28.649,3.66,18.898,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1040.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,7.994,3.391,16.966,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1070.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,6.928,3.389,22.58,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1110.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,4.0,6.0,0.375,0.625,3.0,7.0,0.25,0.75,strong,-0.125,0.125,,,,,,,,,,,6.625,3.504,17.629,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1114.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,8.115,3.316,17.93,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1200.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,3.0,6.0,0.25,0.625,partial,-0.25,0.125,,,,,,,,,,,5.947,3.325,20.97,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1220.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,3.0,6.0,0.25,0.625,partial,-0.25,0.125,,,,,,,,,,,5.754,3.29,21.391,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1271.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is visibly dominant; insects are neutral, no threat, novelty, or restorative environment.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.753,3.573,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1300.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,6.728,3.578,18.189,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1304.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,8.105,3.632,19.69,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1333.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is visibly dominant; birds are calm, no threat, novelty, or restorative environment.",False,1.0,,,6.5,5.5,0.6875,0.5625,6.5,5.5,0.6875,0.5625,,0.0,0.0,,,,,,,,,,,5.251,3.627,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1410.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.6875,0.5625,7.0,5.0,0.75,0.5,strong,0.0625,-0.0625,,,,,,,,,,,5.705,3.583,22.524,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1450.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is visibly dominant; bird is static, neutral pose, no threat or novelty cues.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.282,3.583,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1505.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,9.0,0.5,1.0,5.5,8.5,0.5625,0.9375,strong,0.0625,-0.0625,,,,,,,,,,,5.377,3.974,19.317,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1560.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism visibly dominant; predatory bird in flight lacks direct human stakes or perceptual novelty.,False,1.0,,,6.0,7.0,0.625,0.75,6.0,7.0,0.625,0.75,,0.0,0.0,,,,,,,,,,,5.707,3.363,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1601.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,strong,0.0,0.0,,,,,,,,,,,5.367,3.52,20.828,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1605.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,5.0,0.75,0.5,7.0,6.0,0.75,0.625,strong,0.0,0.125,,,,,,,,,,,5.27,3.809,19.693,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1620.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral animal behavior, calm environment, no visible threat, novelty, or appraisal stakes.",False,0.99,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,4.948,3.394,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1650.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.0,6.0,0.625,0.625,4.0,6.5,0.375,0.6875,partial,-0.25,0.0625,,,,,,,,,,,7.014,3.481,21.017,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1670.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral cow in grass; no visible threat, novelty, or restorative environment.",False,1.0,,,6.5,5.0,0.6875,0.5,6.5,5.0,0.6875,0.5,,0.0,0.0,,,,,,,,,,,5.348,3.321,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1721.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,strong,0.0,0.0,,,,,,,,,,,5.922,3.506,21.363,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1740.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Owl’s direct gaze and alert posture suggest arousal, but no specialized mechanism is visually dominant.",False,0.9,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,4.855,3.197,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1812.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is strongly visible; calm, neutral scene with no direct emotional cues.",False,0.99,,,6.5,5.0,0.6875,0.5,6.5,5.0,0.6875,0.5,,0.0,0.0,,,,,,,,,,,6.537,3.395,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1903.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism is visibly dominant; isolated shrimp on plain background.,False,1.0,,,6.0,5.0,0.625,0.5,6.0,5.0,0.625,0.5,,0.0,0.0,,,,,,,,,,,6.788,3.324,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1930.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,5.827,3.431,19.598,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1942.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is visibly dominant; calm, neutral scene with no threat, novelty, or restorative cues.",False,1.0,,,7.0,4.0,0.75,0.375,7.0,4.0,0.75,0.375,,0.0,0.0,,,,,,,,,,,5.524,3.599,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2000.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,6.0,0.875,0.625,8.0,5.0,0.875,0.5,strong,0.0,-0.125,,,,,,,,,,,5.475,3.668,15.568,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2018.jpg,,,True,facial-expression-affect,direct-va-baseline,"[""facial-expression-affect""]",1,All specialized candidates failed their evidence gate; retaining Direct VA.,True,0.85,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.57,3.438,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2026.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Routine retail scene with no strong affective mechanism visible.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.815,2.747,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2035.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,5.0,0.875,0.5,8.0,5.0,0.875,0.5,strong,0.0,0.0,,,,,,,,,,,5.344,3.646,17.807,,,
