image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1026.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,2.5,7.5,0.166667,0.722222,-0.3333,0.2222,,,,,,,,,,,60.161,15.216,35.66,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1050.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,1.8,9.2,0.088889,0.911111,-0.4111,0.4111,,,,,,,,,,,16.92,15.968,29.755,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1080.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,8.0,0.166667,0.777778,-0.3333,0.2778,,,,,,,,,,,18.987,13.847,33.617,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1111.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.0,8.5,0.111111,0.833333,-0.3889,0.3333,,,,,,,,,,,17.733,13.136,33.604,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1120.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,9.0,0.222222,0.888889,1.8,9.0,0.088889,0.888889,-0.1333,0.0,,,,,,,,,,,13.9,16.797,32.456,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1201.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,2.5,7.0,0.166667,0.666667,-0.3333,0.1667,,,,,,,,,,,14.696,13.964,31.778,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1230.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,7.0,0.166667,0.666667,-0.3333,0.1667,,,,,,,,,,,14.49,13.802,32.865,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1274.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,6.5,0.166667,0.611111,-0.3333,0.1111,,,,,,,,,,,15.5,14.813,38.029,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1301.jpg,2,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,9.0,0.222222,0.888889,1.8,9.2,0.088889,0.911111,-0.1333,0.0222,,,,,,,,,,,14.635,14.648,35.596,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1310.jpg,2,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.5,0.222222,0.833333,1.5,6.5,0.055556,0.611111,-0.1667,-0.2222,,,,,,,,,,,14.306,15.704,29.836,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1340.jpg,2,,True,no_specialized_skill,no_specialized_skill,[],0,"The image depicts two women with parrots in a lush setting, but no single specialized skill is strongly activated by the visible cues.",False,0.95,,,8.5,6.5,0.833333,0.611111,8.5,6.5,0.833333,0.611111,0.0,0.0,,,,,,,,,,,14.875,15.996,0.0,,,
