image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1030.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,7.0,0.25,0.75,strong,-0.25,0.25,,,,,,,,,,,31.653,3.031,20.288,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1051.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,7.025,3.098,17.755,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1090.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,5.856,3.093,20.029,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1112.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.5,6.5,0.4375,0.6875,3.0,7.0,0.25,0.75,partial,-0.1875,0.0625,,,,,,,,,,,6.356,3.216,22.521,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1121.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,5.5,0.6875,0.5625,5.0,5.0,0.5,0.5,partial,-0.1875,-0.0625,,,,,,,,,,,6.765,3.421,22.499,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1202.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,4.0,5.5,0.375,0.5625,partial,-0.125,0.0625,,,,,,,,,,,5.999,3.208,21.591,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1240.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,6.775,3.143,20.067,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1275.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,5.0,0.25,0.5,2.0,7.0,0.125,0.75,strong,-0.125,0.25,,,,,,,,,,,6.495,3.378,20.162,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1302.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.0,0.125,0.875,strong,-0.125,0.0,,,,,,,,,,,4.993,3.577,18.568,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1313.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.8,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,6.351,3.441,21.771,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1350.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism visibly dominant; ordinary animal in neutral environment.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.255,3.225,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1440.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.0,0.8125,0.5,7.5,4.5,0.8125,0.4375,strong,0.0,-0.0625,,,,,,,,,,,6.776,3.519,17.529,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1463.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.0,6.0,0.75,0.625,7.5,6.5,0.8125,0.6875,strong,0.0625,0.0625,,,,,,,,,,,6.803,2.865,19.925,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1525.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,5.287,3.412,19.756,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1595.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,8.0,0.75,0.875,7.0,8.0,0.75,0.875,strong,0.0,0.0,,,,,,,,,,,5.686,3.282,21.221,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1603.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.8125,0.625,7.0,6.0,0.75,0.625,strong,-0.0625,0.0,,,,,,,,,,,5.668,3.541,20.877,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1616.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.425,3.472,18.46,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1640.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,4.0,6.5,0.375,0.6875,partial,-0.125,0.1875,,,,,,,,,,,5.121,3.162,22.264,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1660.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral face, no visible threat, novelty, or context-driven stakes.",False,0.99,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.36,3.035,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1710.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,6.0,0.8125,0.625,7.5,5.5,0.8125,0.5625,strong,0.0,-0.0625,,,,,,,,,,,6.113,3.294,21.528,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1726.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.311,3.432,20.364,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1810.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral, calm animal in water; no direct affective mechanism visible.",False,0.99,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.892,3.216,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1850.jpg,,,True,awe,awe,"[""awe""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,4.5,0.6875,0.4375,7.0,5.5,0.75,0.5625,strong,0.0625,0.125,,,,,,,,,,,6.528,3.356,19.749,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1910.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism visibly dominant; fish scene lacks threat, novelty, scale, or context-driven stakes.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.803,2.969,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1932.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.282,3.42,20.164,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1947.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.0,5.0,0.625,0.5,6.5,7.0,0.6875,0.75,strong,0.0625,0.25,,,,,,,,,,,5.664,3.855,19.992,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2005.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral portrait with no visible specialized affective mechanisms.,False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.645,2.491,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2020.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral portrait with no visible specialized affective mechanisms.,False,1.0,,,8.0,6.0,0.875,0.625,8.0,6.0,0.875,0.625,,0.0,0.0,,,,,,,,,,,5.388,2.478,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2032.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.0,5.0,0.625,0.5,6.0,5.0,0.625,0.5,strong,0.0,0.0,,,,,,,,,,,5.701,3.607,21.841,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2037.jpg,,,True,emotional-body-language,emotional-body-language,"[""emotional-body-language""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.0,4.0,0.625,0.375,6.5,3.0,0.6875,0.25,strong,0.0625,-0.125,,,,,,,,,,,5.346,3.427,19.832,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2045.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,8.0,6.0,0.875,0.625,8.0,6.0,0.875,0.625,strong,0.0,0.0,,,,,,,,,,,5.337,3.219,20.592,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2055.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,3.5,7.5,0.3125,0.8125,partial,-0.1875,0.3125,,,,,,,,,,,6.497,3.534,21.197,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2060.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.0,3.0,0.75,0.25,7.5,3.0,0.8125,0.25,strong,0.0625,0.0,,,,,,,,,,,5.939,3.037,21.021,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2080.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,strong,0.0,0.0,,,,,,,,,,,5.348,3.438,22.178,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2100.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.0,7.0,0.25,0.75,3.0,8.0,0.25,0.875,strong,0.0,0.125,,,,,,,,,,,5.868,3.323,20.674,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2107.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.8,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,5.815,3.271,19.975,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2122.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,8.0,0.25,0.875,strong,-0.25,0.375,,,,,,,,,,,5.277,3.298,17.179,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2151.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.5,0.8125,0.5625,7.5,5.0,0.8125,0.5,strong,0.0,-0.0625,,,,,,,,,,,5.18,3.26,17.727,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2155.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,7.5,4.5,0.8125,0.4375,strong,0.0625,-0.0625,,,,,,,,,,,5.658,3.425,22.458,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2165.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,6.0,0.875,0.625,7.5,5.0,0.8125,0.5,strong,-0.0625,-0.125,,,,,,,,,,,6.332,3.314,21.552,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2200.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral portrait with no visible specialized affective mechanisms or context-dependent stakes.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.426,2.958,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2209.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,strong,0.0,0.0,,,,,,,,,,,5.67,3.398,22.895,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2215.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral portrait with no visible specialized affective mechanisms.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.732,2.775,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2221.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,strong,0.0,0.0,,,,,,,,,,,6.299,3.379,20.53,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2235.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.0,5.0,0.625,0.5,5.0,5.0,0.5,0.5,strong,-0.125,0.0,,,,,,,,,,,6.814,3.587,19.263,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2270.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral portrait with no visible specialized affective mechanisms.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.154,2.466,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2274.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism dominates; children’s expressions and context are ordinary.,False,1.0,,,7.0,6.0,0.75,0.625,7.0,6.0,0.75,0.625,,0.0,0.0,,,,,,,,,,,5.554,2.684,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2280.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.8,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,6.304,3.412,21.531,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2302.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,5.16,3.261,20.025,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2306.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,8.0,8.0,0.875,0.875,8.5,8.0,0.9375,0.875,strong,0.0625,0.0,,,,,,,,,,,6.655,3.49,22.39,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2311.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism dominates; faces and context suggest calm positive affect.,False,0.99,,,8.0,4.0,0.875,0.375,8.0,4.0,0.875,0.375,,0.0,0.0,,,,,,,,,,,6.296,3.167,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2331.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.0,4.0,0.75,0.375,7.5,4.5,0.8125,0.4375,strong,0.0625,0.0625,,,,,,,,,,,5.697,3.327,23.46,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2341.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.0,6.0,0.75,0.625,6.5,5.5,0.6875,0.5625,strong,-0.0625,-0.0625,,,,,,,,,,,5.949,3.192,21.456,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2345.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal"", ""berlyne-arousal-pleasure""]",2,"The image's affect is best explained by children's social engagement and positive agency, which are core constructs of cognitive-appraisal. While the Berlyne model captures visual complexity, the primary affective state is rooted in social interaction and emotional experience, not visual stimulation alone.",False,0.95,,,8.0,7.0,0.875,0.75,8.0,6.0,0.875,0.625,strong,0.0,-0.125,,,,,,,,,,,5.846,3.306,20.252,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2352.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,7.0,0.875,0.75,7.5,6.5,0.8125,0.6875,strong,-0.0625,-0.0625,,,,,,,,,,,5.594,3.215,18.522,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2358.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,5.0,0.6875,0.5,6.0,5.0,0.625,0.5,strong,-0.0625,0.0,,,,,,,,,,,5.58,3.387,20.449,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2370.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.5,5.5,0.8125,0.5625,8.0,5.0,0.875,0.5,strong,0.0625,-0.0625,,,,,,,,,,,5.796,3.462,21.361,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2375.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,6.0,0.25,0.625,2.0,7.0,0.125,0.75,strong,-0.125,0.125,,,,,,,,,,,5.549,3.575,20.898,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2382.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,Neutral scene with no visible specialized affective mechanism.,False,1.0,,,6.0,5.0,0.625,0.5,6.0,5.0,0.625,0.5,,0.0,0.0,,,,,,,,,,,5.911,2.471,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2387.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,7.0,5.5,0.75,0.5625,strong,0.0,0.0625,,,,,,,,,,,5.285,3.19,19.569,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2391.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,7.5,5.5,0.8125,0.5625,7.5,5.5,0.8125,0.5625,strong,0.0,0.0,,,,,,,,,,,5.453,3.205,19.332,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2395.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism dominates; faces and smiles are primary, but no direct cue for specialized skill fits.",False,1.0,,,8.0,6.0,0.875,0.625,8.0,6.0,0.875,0.625,,0.0,0.0,,,,,,,,,,,5.844,2.95,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2399.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.0,6.0,0.25,0.625,3.0,7.0,0.25,0.75,strong,0.0,0.125,,,,,,,,,,,6.016,3.515,16.651,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2435.jpg,,,True,cognitive-appraisal,awe,"[""cognitive-appraisal"", ""awe""]",2,"The image strongly evokes awe through the subjects' upward gaze, open mouths, and the grand, ornate architectural setting that dwarfs them. The 'awe' skill is specifically designed to capture this self-diminishment and wonder, and its moderate arousal score (6.5) is more psychologically accurate than the high-arousal score (7.0) from 'cognitive-appraisal', which conflates awe with extreme activation. The 'awe' analysis correctly identifies the safe context and moderate arousal, avoiding overestimation.",False,0.8,,,5.0,5.0,0.5,0.5,6.5,6.5,0.6875,0.6875,strong,0.1875,0.1875,,,,,,,,,,,5.805,3.554,25.299,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/2445.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,2.5,6.5,0.1875,0.6875,strong,-0.3125,0.1875,,,,,,,,,,,5.896,3.157,18.541,,,
