image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1019.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,7.0,0.375,0.75,3.0,8.0,0.25,0.875,strong,-0.125,0.125,,,,,,,,,,,31.354,3.276,21.792,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1022.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,7.0,0.375,0.75,3.0,7.5,0.25,0.8125,strong,-0.125,0.0625,,,,,,,,,,,31.168,3.161,20.741,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1026.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,3.5,7.0,0.3125,0.75,partial,-0.1875,0.25,,,,,,,,,,,30.291,3.251,22.056,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1030.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,7.0,0.25,0.75,strong,-0.25,0.25,,,,,,,,,,,31.653,3.031,20.288,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1033.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,6.155,3.132,20.288,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1040.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,8.03,3.16,20.297,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1050.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,5.707,3.053,21.347,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1051.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,7.025,3.098,17.755,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1052.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.612,2.997,17.967,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1070.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,6.914,3.0,20.986,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1080.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,strong,-0.25,0.1875,,,,,,,,,,,6.078,3.475,19.244,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1090.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,5.856,3.093,20.029,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1101.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,5.854,3.005,22.911,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1110.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,6.0,0.375,0.625,3.0,7.5,0.25,0.8125,strong,-0.125,0.1875,,,,,,,,,,,6.696,3.014,18.995,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1111.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,7.0,0.25,0.75,3.0,7.5,0.25,0.8125,partial,0.0,0.0625,,,,,,,,,,,6.069,3.206,20.535,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1112.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.5,6.5,0.4375,0.6875,3.0,7.0,0.25,0.75,partial,-0.1875,0.0625,,,,,,,,,,,6.356,3.216,22.521,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1113.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.5,7.5,0.4375,0.8125,3.0,8.0,0.25,0.875,strong,-0.1875,0.0625,,,,,,,,,,,6.173,3.089,21.355,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1114.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,8.046,3.067,18.233,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1120.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.566,3.045,18.289,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1121.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,6.5,5.5,0.6875,0.5625,5.0,5.0,0.5,0.5,partial,-0.1875,-0.0625,,,,,,,,,,,6.765,3.421,22.499,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1122.jpg,0,0,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism visibly dominant; neutral, low-arousal scene.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.938,2.687,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1200.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,5.952,3.031,21.965,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1201.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.5,6.5,0.4375,0.6875,3.0,6.5,0.25,0.6875,partial,-0.1875,0.0,,,,,,,,,,,6.884,3.12,21.368,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1202.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,4.0,5.5,0.375,0.5625,partial,-0.125,0.0625,,,,,,,,,,,5.999,3.208,21.591,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1205.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.5,6.5,0.4375,0.6875,3.0,7.0,0.25,0.75,strong,-0.1875,0.0625,,,,,,,,,,,6.858,3.164,19.276,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1220.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,5.665,3.157,20.331,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1230.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,6.103,2.914,21.95,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1240.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,6.775,3.143,20.067,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1270.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.0,5.0,0.25,0.5,2.5,6.5,0.1875,0.6875,partial,-0.0625,0.1875,,,,,,,,,,,7.449,3.593,17.562,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1271.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,5.822,3.307,22.733,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1274.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,2.0,6.5,0.125,0.6875,partial,-0.375,0.1875,,,,,,,,,,,5.305,3.334,21.856,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1275.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,5.0,0.25,0.5,2.0,7.0,0.125,0.75,strong,-0.125,0.25,,,,,,,,,,,6.495,3.378,20.162,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1280.jpg,0,0,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,2.0,7.0,0.125,0.75,2.0,7.5,0.125,0.8125,strong,0.0,0.0625,,,,,,,,,,,6.498,3.137,17.411,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1300.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,6.772,3.41,18.817,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1301.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,7.303,3.49,18.987,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1302.jpg,3,3,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.0,0.125,0.875,strong,-0.125,0.0,,,,,,,,,,,4.993,3.577,18.568,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1303.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,7.0,0.5,0.75,3.0,8.0,0.25,0.875,partial,-0.25,0.125,,,,,,,,,,,8.963,3.47,23.403,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1304.jpg,1,1,True,cognitive-appraisal,evolved-fear-module,"[""cognitive-appraisal"", ""evolved-fear-module""]",2,"The image depicts a dog in a clear, high-threat, predatory posture with bared teeth and direct orientation, which strongly activates the evolved fear module. The cognitive-appraisal analysis is also valid but less specific to the innate, automatic fear response triggered by such a visual stimulus. The evolved-fear-module skill better matches the biological and evolutionary context of the visual cue.",False,0.95,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,8.028,3.815,21.847,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1310.jpg,2,2,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust"", ""evolved-fear-module""]",2,"The image's primary psychological trigger is the visceral, unambiguous presence of blood and raw flesh, which directly activates the pathogen-disgust module. While the evolved-fear-module is also activated, the disgust response is more specific and dominant in this context, as the threat is not primarily about predatory aggression toward the viewer but about contamination from organic matter. The candidate's VA score is well-justified by the visual evidence of dense, wet blood and raw flesh being ingested, which strongly supports a high-disgust, high-arousal state.",False,0.99,,,3.0,8.0,0.25,0.875,2.0,7.5,0.125,0.8125,strong,-0.125,-0.0625,,,,,,,,,,,6.208,3.281,20.405,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1313.jpg,3,3,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.8,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,partial,0.0,0.0,,,,,,,,,,,6.351,3.441,21.771,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1321.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,5.814,3.058,18.838,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1333.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism visibly dominant; birds in calm, neutral context.",False,1.0,,,6.5,5.5,0.6875,0.5625,6.5,5.5,0.6875,0.5625,,0.0,0.0,,,,,,,,,,,5.228,3.071,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1340.jpg,2,2,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.8125,0.625,7.5,5.5,0.8125,0.5625,strong,0.0,-0.0625,,,,,,,,,,,5.86,3.32,20.837,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1350.jpg,3,3,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism visibly dominant; ordinary animal in neutral environment.,False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.255,3.225,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1390.jpg,0,0,True,no_specialized_skill,no_specialized_skill,[],0,No specialized affective mechanism visibly dominant; bees in close cluster lack clear arousal/valence cues beyond neutral observation.,False,0.99,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.876,3.461,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1410.jpg,1,1,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,6.5,5.5,0.6875,0.5625,7.0,5.0,0.75,0.5,strong,0.0625,-0.0625,,,,,,,,,,,5.805,3.341,22.494,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1419.jpg,2,2,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,6.5,5.5,0.6875,0.5625,strong,0.1875,0.0625,,,,,,,,,,,6.043,3.261,19.467,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1440.jpg,3,3,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,7.5,5.0,0.8125,0.5,7.5,4.5,0.8125,0.4375,strong,0.0,-0.0625,,,,,,,,,,,6.776,3.519,17.529,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1441.jpg,0,0,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,8.0,3.0,0.875,0.25,7.5,3.5,0.8125,0.3125,strong,-0.0625,0.0625,,,,,,,,,,,6.037,3.273,24.708,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1450.jpg,1,1,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral bird portrait with no visible threat, novelty, or environmental context to trigger specialized affective mechanisms.",False,1.0,,,7.0,5.0,0.75,0.5,7.0,5.0,0.75,0.5,,0.0,0.0,,,,,,,,,,,5.18,3.144,0.0,,,
