image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1026.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,4.0,6.0,0.375,0.625,partial,-0.125,0.125,,,,,,,,,,,27.75,3.603,22.391,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1050.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,5.747,3.366,21.218,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1080.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,5.0,0.5,0.5,3.0,6.0,0.25,0.625,partial,-0.25,0.125,,,,,,,,,,,6.182,3.505,20.037,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1111.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,7.0,0.25,0.75,2.5,7.5,0.1875,0.8125,strong,-0.0625,0.0625,,,,,,,,,,,6.095,3.309,20.908,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1120.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,6.505,3.368,17.309,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1201.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.5,6.5,0.4375,0.6875,3.5,6.5,0.3125,0.6875,partial,-0.125,0.0,,,,,,,,,,,6.897,3.423,21.351,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1230.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,6.167,3.191,22.392,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1274.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No affective mechanism dominates; insects are neutral, non-threatening, and lack novelty or stakes.",False,1.0,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.3,3.006,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1301.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,7.239,3.654,20.882,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1310.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust"", ""evolved-fear-module""]",2,"The image's primary psychological trigger is the visceral, unambiguous presence of blood and raw flesh, which directly activates the pathogen-disgust module. While the evolved-fear-module is also applicable due to the predator context, the disgust response is more dominant and specific to the visual cues (blood, raw flesh, ingestion). The pathogen-disgust analysis correctly prioritizes the contamination cues and assigns the appropriate low valence and high arousal, matching the visual evidence more precisely than the fear module, which is secondary in this context.",False,0.99,,,3.0,8.0,0.25,0.875,2.0,7.5,0.125,0.8125,strong,-0.125,-0.0625,,,,,,,,,,,6.349,3.501,20.313,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1340.jpg,,,True,facial-expression-affect,facial-expression-affect,"[""facial-expression-affect""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,6.0,0.8125,0.625,7.0,5.0,0.75,0.5,strong,-0.0625,-0.125,,,,,,,,,,,5.858,3.755,23.796,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1419.jpg,,,True,cognitive-appraisal,cognitive-appraisal,"[""cognitive-appraisal""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,strong,0.0,0.0,,,,,,,,,,,6.001,3.464,20.823,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1460.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,6.5,5.5,0.6875,0.5625,7.0,5.0,0.75,0.5,strong,0.0625,-0.0625,,,,,,,,,,,6.528,3.486,24.042,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1510.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"Neutral dog portrait with no visible threat, novelty, or restorative environment.",False,0.99,,,7.0,6.0,0.75,0.625,7.0,6.0,0.75,0.625,,0.0,0.0,,,,,,,,,,,5.947,3.307,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1590.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No specialized affective mechanism is strongly visible; horse is calm, no threat, novelty, or restorative environment cues.",False,0.99,,,6.0,5.0,0.625,0.5,6.0,5.0,0.625,0.5,,0.0,0.0,,,,,,,,,,,5.363,3.596,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1602.jpg,,,True,berlyne-arousal-pleasure,berlyne-arousal-pleasure,"[""berlyne-arousal-pleasure""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,7.0,5.0,0.75,0.5,7.0,6.0,0.75,0.625,strong,0.0,0.125,,,,,,,,,,,5.938,3.711,19.851,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1610.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.0,5.0,0.75,0.5,6.5,5.0,0.6875,0.5,strong,-0.0625,0.0,,,,,,,,,,,6.85,3.359,22.867,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1630.jpg,,,True,baby-schema,baby-schema,"[""baby-schema""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,7.5,5.5,0.8125,0.5625,7.5,5.5,0.8125,0.5625,strong,0.0,0.0,,,,,,,,,,,6.283,3.61,20.436,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1659.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,"No strong specialized affective mechanism visible; neutral interaction, no threat, novelty, or restorative cues.",False,0.98,,,5.0,5.0,0.5,0.5,5.0,5.0,0.5,0.5,,0.0,0.0,,,,,,,,,,,5.589,3.684,0.0,,,
