image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,direct_activation_evidence,direct_arousal_gate,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_activation_evidence,skill_arousal_gate,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1019.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.5,7.5,0.3125,0.8125,"[""predator-prey interaction with mouth open"", ""imminent consumption of prey"", ""close threatening proximity""]",,3.5,6.8,0.3125,0.725,strong,"[""predatory action in progress"", ""close proximity"", ""direct orientation""]",,0.0,-0.0875,,,,,,,,,,,37.314,3.237,17.794,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1033.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,4.5,0.5,0.4375,[],,4.5,4.5,0.4375,0.4375,partial,[],,-0.0625,0.0,,,,,,,,,,,6.327,3.402,21.15,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1052.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.5,7.5,0.3125,0.8125,"[""snake with mouth open in threat display"", ""intense facial expression"", ""imminent danger implied by posture""]",,3.5,6.8,0.3125,0.725,strong,"[""open mouth threat display"", ""facing viewer"", ""close proximity""]",,0.0,-0.0875,,,,,,,,,,,6.969,3.147,17.791,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1101.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,4.5,0.5,0.4375,[],,4.5,4.5,0.4375,0.4375,partial,[],,-0.0625,0.0,,,,,,,,,,,5.876,3.365,20.784,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1113.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,6.5,0.5,0.6875,"[""snake with mouth open in striking posture""]",,3.5,6.5,0.3125,0.6875,strong,"[""open mouth display"", ""direct orientation toward viewer"", ""coiled posture on branch""]",,-0.1875,0.0,,,,,,,,,,,7.128,3.364,18.248,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1122.jpg,,,True,no_specialized_skill,no_specialized_skill,[],0,No strong affective mechanism visible; gecko is neutral subject in static environment.,False,0.99,,,5.0,4.5,0.5,0.4375,"[""gecko clinging to surface with visible limbs and tail""]",,5.0,4.5,0.5,0.4375,,"[""gecko clinging to surface with visible limbs and tail""]",,0.0,0.0,,,,,,,,,,,6.237,3.372,0.0,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1205.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,"[""close threatening proximity of spider's face""]",,3.5,4.5,0.3125,0.4375,partial,[],arousal 5.0 capped to 4.5: empty activation_evidence,-0.1875,-0.0625,,,,,,,,,,,6.668,3.217,25.167,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1270.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,3.5,4.5,0.3125,0.4375,[],,3.5,4.5,0.3125,0.4375,partial,[],,0.0,0.0,,,,,,,,,,,6.257,3.842,22.575,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1280.jpg,,,True,pathogen-disgust,pathogen-disgust,"[""pathogen-disgust"", ""evolved-fear-module""]",2,"The image's dominant visual cues—bloodied prey, wet and contaminated fur, and the rat's active consumption—are most directly aligned with pathogen-disgust, as they evoke visceral revulsion from decay and contamination. The evolved-fear-module analysis misapplies the skill by focusing on predatory posture without sufficient threat cues to justify high arousal or fear valence. The disgust valence is appropriately low (2.5) and arousal is moderate (4.8), matching the evidence of contamination without implying imminent danger.",False,0.98,,,3.0,6.5,0.25,0.6875,"[""imminent threat: rat positioned over small dead animal, suggesting predatory behavior"", ""close threatening proximity: rat's body is low and tense, paws on surface near prey"", ""intense facial/body display: focused gaze and alert posture indicate high engagement""]",,2.5,4.8,0.1875,0.475,strong,"[""visible contamination (bloodied prey)"", ""close proximity of predator to contaminated object"", ""wetness and slime texture""]",,-0.0625,-0.2125,,,,,,,,,,,7.717,3.52,21.562,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1303.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.0,6.5,0.5,0.6875,"[""dog with mouth open showing teeth, front paws on car door, suggesting aggressive or excited behavior""]",,3.5,6.8,0.3125,0.725,strong,"[""bared teeth"", ""aggressive posture"", ""facing viewer"", ""close proximity""]",,-0.1875,0.0375,,,,,,,,,,,6.629,3.549,20.058,,,
