image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1019.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,1.8,8.5,0.088889,0.833333,-0.4111,0.3333,,,,,,,,,,,63.005,15.089,32.787,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1022.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.0,8.5,0.111111,0.833333,-0.3889,0.3333,,,,,,,,,,,64.996,13.695,33.485,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1026.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,5.5,5.5,0.5,0.5,2.5,7.5,0.166667,0.722222,-0.3333,0.2222,,,,,,,,,,,60.161,15.216,35.66,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1030.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,8.0,0.166667,0.777778,-0.3333,0.2778,,,,,,,,,,,63.707,14.922,33.066,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1033.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,7.5,0.166667,0.722222,-0.3333,0.2222,,,,,,,,,,,15.651,14.922,33.986,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1040.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.0,8.5,0.111111,0.833333,-0.3889,0.3333,,,,,,,,,,,15.982,15.977,29.926,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1050.jpg,2,2,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,1.8,9.2,0.088889,0.911111,-0.4111,0.4111,,,,,,,,,,,16.92,15.968,29.755,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1051.jpg,3,3,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,1.8,8.5,0.088889,0.833333,-0.4111,0.3333,,,,,,,,,,,14.917,13.519,33.68,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1052.jpg,0,0,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,1.8,9.0,0.088889,0.888889,-0.4111,0.3889,,,,,,,,,,,13.79,14.445,30.037,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1070.jpg,1,1,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.98,,,5.5,5.5,0.5,0.5,2.5,8.0,0.166667,0.777778,-0.3333,0.2778,,,,,,,,,,,16.063,16.192,31.514,,,
