image,worker_id,gpu_id,ok,route_primary_skill,selected_skill,candidate_skill_ids,candidate_skill_count,selection_reason,selection_fallback,route_confidence,true_valence,true_arousal,direct_valence_score,direct_arousal_score,direct_valence,direct_arousal,skill_valence_score,skill_arousal_score,skill_valence,skill_arousal,skill_applicability,skill_minus_direct_valence_delta,skill_minus_direct_arousal_delta,direct_valence_delta,direct_arousal_delta,direct_abs_valence_delta,direct_abs_arousal_delta,direct_euclidean_distance,skill_valence_delta,skill_arousal_delta,skill_abs_valence_delta,skill_abs_arousal_delta,skill_euclidean_distance,direct_seconds,route_seconds,skill_seconds,error,parse_recovered,raw_error_output
/home/u1120250383/dcs/datasets/IAPS/Dataset/1022.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,7.0,0.375,0.75,3.0,7.5,0.25,0.8125,strong,-0.125,0.0625,,,,,,,,,,,31.168,3.161,20.741,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1040.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.95,,,4.0,7.0,0.375,0.75,3.0,7.0,0.25,0.75,strong,-0.125,0.0,,,,,,,,,,,8.03,3.16,20.297,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1070.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,6.914,3.0,20.986,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1110.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,4.0,6.0,0.375,0.625,3.0,7.5,0.25,0.8125,strong,-0.125,0.1875,,,,,,,,,,,6.696,3.014,18.995,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1114.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,3.0,8.0,0.25,0.875,2.0,8.5,0.125,0.9375,strong,-0.125,0.0625,,,,,,,,,,,8.046,3.067,18.233,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1200.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,5.952,3.031,21.965,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1220.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,5.0,5.0,0.5,0.5,3.0,6.5,0.25,0.6875,partial,-0.25,0.1875,,,,,,,,,,,5.665,3.157,20.331,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1271.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.9,,,5.0,5.0,0.5,0.5,3.5,6.5,0.3125,0.6875,partial,-0.1875,0.1875,,,,,,,,,,,5.822,3.307,22.733,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1300.jpg,,,True,evolved-fear-module,evolved-fear-module,"[""evolved-fear-module""]",1,Only one candidate skill analysis succeeded; using it as the final score.,True,0.99,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,6.772,3.41,18.817,,,
/home/u1120250383/dcs/datasets/IAPS/Dataset/1304.jpg,,,True,cognitive-appraisal,evolved-fear-module,"[""cognitive-appraisal"", ""evolved-fear-module""]",2,"The image depicts a dog in a clear, high-threat, predatory posture with bared teeth and direct orientation, which strongly activates the evolved fear module. The cognitive-appraisal analysis is also valid but less specific to the innate, automatic fear response triggered by such a visual stimulus. The evolved-fear-module skill better matches the biological and evolutionary context of the visual cue.",False,0.95,,,2.0,8.0,0.125,0.875,2.0,8.5,0.125,0.9375,strong,0.0,0.0625,,,,,,,,,,,8.028,3.815,21.847,,,
